SPM (Spatial Population Model)
Call: ..\..\Build\windows\spm -p -q -g 0 -o profile.dat 
Date: Wed Apr 22 15:16:31 2020
v2.0.2-2020-04-21 (rev. 2020-04-21 11:34:49 UTC). Copyright (c) 2008-2020, NIWA
User name: alist
Machine name: HP1040 (Windows_NT, PID=6968)

[mature-2002]
report.type: observation
label: mature-2002
type: proportions_by_category
year: 2002
time_step: one
min_age: 1
max_age: 30
age_plus_group: true
area age observed expected residual errorvalue processerror totalerror score
r6-c5 23 0 0.99982 -0.99982 0 0 0 -0
r6-c5 24 0 0.999862 -0.999862 0 0 0 -0
r6-c5 25 0 0.999893 -0.999893 0 0 0 -0
r6-c5 26 0 0.999918 -0.999918 0 0 0 -0
r6-c5 27 0 0.999937 -0.999937 0 0 0 -0
r6-c5 28 0 0.999951 -0.999951 0 0 0 -0
r6-c5 29 0 0.999962 -0.999962 0 0 0 -0
r6-c5 30 0 1 -1 0 0 0 -0
*end

[mature-2003]
report.type: observation
label: mature-2003
type: proportions_by_category
year: 2003
time_step: one
min_age: 1
max_age: 30
age_plus_group: true
area age observed expected residual errorvalue processerror totalerror score
r3-c4 1 0 0 0 0 0 0 -0
r3-c4 2 0 0 0 0 0 0 -0
r3-c4 3 0 0 0 0 0 0 -0
r3-c4 4 0 0 0 0 0 0 -0
r3-c4 5 0 0.0779569 -0.0779569 0 0 0 -0
r3-c4 6 0 0.057958 -0.057958 0.0840647 0 0.0840647 0.00501912
r3-c4 7 0 0.0596633 -0.0596633 0.0203152 0 0.0203152 0.00124973
r3-c4 8 0 0.0723742 -0.0723742 0.448622 0 0.448622 0.0337036
r3-c4 9 0 0.0896596 -0.0896596 1.9726 0 1.9726 0.1853
r3-c4 10 0 0.11084 -0.11084 0.0177156 0 0.0177156 0.00208119
r3-c4 11 0 0.136124 -0.136124 0.00332723 0 0.00332723 0.000486863
r3-c4 12 0.0494961 0.165889 -0.116393 0.466215 0 0.466215 0.109104
r3-c4 13 0 0.200464 -0.200464 0.0761444 0 0.0761444 0.0170353
r3-c4 14 0.108636 0.240036 -0.131401 1.04112 0 1.04112 0.314157
r3-c4 15 0.104254 0.284541 -0.180286 0.89218 0 0.89218 0.308043
r3-c4 16 0.220481 0.333569 -0.113088 1.20459 0 1.20459 0.446956
r3-c4 17 0.344934 0.386351 -0.041417 0.944778 0 0.944778 0.412262
r3-c4 18 0.640919 0.441837 0.199082 1.03414 0 1.03414 0.522668
r3-c4 19 0.398485 0.498805 -0.100319 0.835167 0 0.835167 0.405286
r3-c4 20 0.691922 0.555954 0.135968 0.510345 0 0.510345 0.267878
r3-c4 21 0.367607 0.611967 -0.244359 0.575664 0 0.575664 0.358571
r3-c4 22 0.761559 0.665576 0.0959824 0.350271 0 0.350271 0.170742
r3-c4 23 0.710732 0.715661 -0.00492907 0.992736 0 0.992736 0.399695
r3-c4 24 0.605751 0.761344 -0.155593 0.501125 0 0.501125 0.293137
r3-c4 25 0.611925 0.802059 -0.190134 0.541881 0 0.541881 0.330968
r3-c4 26 0.871266 0.837577 0.0336884 0.395247 0 0.395247 0.130953
r3-c4 27 0.76369 0.867966 -0.104276 0.378741 0 0.378741 0.188611
r3-c4 28 0.761154 0.893529 -0.132375 0.233511 0 0.233511 0.130968
r3-c4 29 0.601499 0.914722 -0.313222 0.425817 0 0.425817 0.385767
r3-c4 30 0.115788 1 -0.884212 0.252315 0 0.252315 5.79632
r3-c5 1 0 0 0 0 0 0 -0
r3-c5 2 0 0 0 0 0 0 -0
r3-c5 3 0 0 0 0 0 0 -0
r3-c5 4 0 0 0 0 0 0 -0
r3-c5 5 0 0.0779569 -0.0779569 0 0 0 -0
r3-c5 6 0 0.0637846 -0.0637846 0.090779 0 0.090779 0.00598322
r3-c5 7 0 0.0662631 -0.0662631 0.00861482 0 0.00861482 0.000590637
r3-c5 8 0 0.0801949 -0.0801949 0.287503 0 0.287503 0.0240334
r3-c5 9 0 0.0992322 -0.0992322 3.16612 0 3.16612 0.330884
r3-c5 10 0 0.122539 -0.122539 0.041984 0 0.041984 0.00548825
r3-c5 11 0.0362841 0.150271 -0.113987 0.644449 0 0.644449 0.128803
r3-c5 12 0.0683841 0.182782 -0.114398 2.23364 0 2.23364 0.4592
r3-c5 13 0.0898288 0.220376 -0.130547 2.81271 0 2.81271 0.626803
r3-c5 14 0.158619 0.263201 -0.104582 3.76953 0 3.76953 0.828527
r3-c5 15 0.426721 0.311107 0.115614 3.23656 0 3.23656 0.975984
r3-c5 16 0.37903 0.363517 0.0155129 4.35813 0 4.35813 0.995361
r3-c5 17 0.316036 0.419409 -0.103373 3.35307 0 3.35307 0.921944
r3-c5 18 0.662363 0.477432 0.18493 2.3771 0 2.3771 0.885117
r3-c5 19 0.484116 0.536088 -0.0519718 2.85335 0 2.85335 0.851112
r3-c5 20 0.646566 0.593873 0.0526924 3.62391 0 3.62391 0.922169
r3-c5 21 0.467468 0.649388 -0.18192 3.23144 0 3.23144 1.10951
r3-c5 22 0.821001 0.701417 0.119584 2.23102 0 2.23102 0.639704
r3-c5 23 0.709258 0.74901 -0.0397517 2.4554 0 2.4554 0.71348
r3-c5 24 0.729306 0.791544 -0.0622377 1.96791 0 1.96791 0.62813
r3-c5 25 0.587366 0.828741 -0.241375 2.01013 0 2.01013 1.00707
r3-c5 26 0.843593 0.860639 -0.0170458 1.66236 0 1.66236 0.435615
r3-c5 27 0.686797 0.887523 -0.200726 1.49142 0 1.49142 0.753202
r3-c5 28 0.747818 0.909847 -0.162029 1.92927 0 1.92927 0.802184
r3-c5 29 0.592018 0.928154 -0.336136 1.73997 0 1.73997 1.39835
r3-c5 30 0.56893 1 -0.43107 1.86493 0 1.86493 20.304
r3-c6 1 0 0 0 0 0 0 -0
r3-c6 2 0 0 0 0 0 0 -0
r3-c6 3 0 0 0 0 0 0 -0
r3-c6 4 0 0 0 0 0 0 -0
r3-c6 5 0 0.0779569 -0.0779569 0 0 0 -0
r3-c6 6 0 0.119725 -0.119725 0.155122 0 0.155122 0.0197814
r3-c6 7 0 0.125918 -0.125918 0.0174782 0 0.0174782 0.00235224
r3-c6 8 0 0.15028 -0.15028 0.731764 0 0.731764 0.119167
r3-c6 9 0 0.183673 -0.183673 3.14371 0 3.14371 0.637985
r3-c6 10 0 0.223716 -0.223716 0.0493177 0 0.0493177 0.012489
r3-c6 11 0.0327115 0.269872 -0.23716 0.356069 0 0.356069 0.1183
r3-c6 12 0.207941 0.321866 -0.113925 1.29994 0 1.29994 0.462357
r3-c6 13 0.121601 0.379127 -0.257525 2.00349 0 2.00349 0.765236
r3-c6 14 0.23933 0.440577 -0.201246 2.66914 0 2.66914 0.924984
r3-c6 15 0.370789 0.504516 -0.133726 2.0393 0 2.0393 0.749952
r3-c6 16 0.386105 0.568714 -0.182609 3.00708 0 3.00708 1.03912
r3-c6 17 0.534871 0.630791 -0.09592 1.90499 0 1.90499 0.709328
r3-c6 18 0.716048 0.688692 0.027356 2.0016 0 2.0016 0.625877
r3-c6 19 0.505015 0.741013 -0.235998 2.51761 0 2.51761 1.10416
r3-c6 20 0.784952 0.787042 -0.00209036 2.56804 0 2.56804 0.65023
r3-c6 21 0.459998 0.826644 -0.366647 1.99543 0 1.99543 1.37629
r3-c6 22 0.680517 0.860086 -0.179569 1.37923 0 1.37923 0.658675
r3-c6 23 0.690836 0.887885 -0.197049 2.918 0 2.918 1.1937
r3-c6 24 0.789493 0.910693 -0.1212 1.55916 0 1.55916 0.582446
r3-c6 25 0.66396 0.929204 -0.265244 1.51315 0 1.51315 1.00777
r3-c6 26 0.863758 0.944094 -0.0803357 1.56265 0 1.56265 0.457688
r3-c6 27 0.767774 0.955987 -0.188214 1.40908 0 1.40908 0.77227
r3-c6 28 0.781889 0.965434 -0.183544 0.994541 0 0.994541 0.592202
r3-c6 29 0.647882 0.972904 -0.325022 0.940588 0 0.940588 1.01151
r3-c6 30 0.657189 1 -0.342811 1.67652 0 1.67652 14.4699
r4-c4 1 0 0 0 0 0 0 -0
r4-c4 2 0 0 0 0 0 0 -0
r4-c4 3 0 0 0 0 0 0 -0
r4-c4 4 0 0 0 0 0 0 -0
r4-c4 5 0 0.0779569 -0.0779569 0 0 0 -0
r4-c4 6 0 0.22521 -0.22521 0.322831 0 0.322831 0.0823745
r4-c4 7 0 0.251667 -0.251667 0.0368971 0 0.0368971 0.0106967
r4-c4 8 0 0.296864 -0.296864 0.575664 0 0.575664 0.202752
r4-c4 9 0 0.35182 -0.35182 1.26247 0 1.26247 0.547389
r4-c4 10 0 0.412499 -0.412499 0.94996 0 0.94996 0.505261
r4-c4 11 0 0.476718 -0.476718 0.349714 0 0.349714 0.226487
r4-c4 12 0.261946 0.542554 -0.280608 0.377209 0 0.377209 0.24248
r4-c4 13 0.0420316 0.607852 -0.565821 0.209693 0 0.209693 0.189899
r4-c4 14 0.106192 0.670342 -0.56415 0.824847 0 0.824847 0.784946
r4-c4 15 0.66217 0.727912 -0.0657421 0.562126 0 0.562126 0.282236
r4-c4 16 0.552255 0.778967 -0.226712 0.981434 0 0.981434 0.566739
r4-c4 17 0.80271 0.822702 -0.0199922 0.36598 0 0.36598 0.154533
r4-c4 18 0.85614 0.859116 -0.0029757 0.433606 0 0.433606 0.149408
r4-c4 19 0.459475 0.888799 -0.429323 0.450862 0 0.450862 0.496895
r4-c4 20 0.848444 0.91264 -0.0641959 0.195772 0 0.195772 0.0804024
r4-c4 21 0.234019 0.931595 -0.697576 0.272298 0 0.272298 0.545678
r4-c4 22 1 0.946561 0.0534394 1.55472 0 1.55472 0.0853854
r4-c4 23 0.640801 0.958318 -0.317517 0.466619 0 0.466619 0.483468
r4-c4 24 0.790393 0.967522 -0.177129 0.164028 0 0.164028 0.115555
r4-c4 25 0.902507 0.974709 -0.0722024 0.186689 0 0.186689 0.0667957
r4-c4 26 1 0.980314 0.0196864 1.71771 0 1.71771 0.0341529
r4-c4 27 1 0.984678 0.0153215 1.10803 0 1.10803 0.0171082
r4-c4 28 1 0.988076 0.0119239 0.010639 0 0.010639 0.00012762
r4-c4 29 0.665925 0.99072 -0.324795 0.208138 0 0.208138 0.312919
r4-c4 30 1 1 0 0.0183027 0 0.0183027 -0
r4-c5 1 0 0 0 0 0 0 -0
r4-c5 2 0 0 0 0 0 0 -0
r4-c5 3 0 0 0 0 0 0 -0
r4-c5 4 0 0 0 0 0 0 -0
r4-c5 5 0 0.0779569 -0.0779569 0 0 0 -0
r4-c5 6 0 0.265114 -0.265114 0.101037 0 0.101037 0.0311235
r4-c5 7 0 0.300578 -0.300578 0.0107163 0 0.0107163 0.00383109
r4-c5 8 0 0.351267 -0.351267 0.0853466 0 0.0853466 0.0369323
r4-c5 9 0 0.410641 -0.410641 0.301564 0 0.301564 0.159443
r4-c5 10 0 0.474137 -0.474137 0.150465 0 0.150465 0.0967057
r4-c5 11 0 0.539154 -0.539154 0.345614 0 0.345614 0.267745
r4-c5 12 0 0.603625 -0.603625 0.00319866 0 0.00319866 0.00296002
r4-c5 13 1 0.66554 0.33446 0.439741 0 0.439741 0.179044
r4-c5 14 1 0.723041 0.276959 0.820468 0 0.820468 0.266069
r4-c5 15 1 0.774596 0.225404 2.17541 0 2.17541 0.55563
r4-c5 16 1 0.819221 0.180779 2.24775 0 2.24775 0.448206
r4-c5 17 1 0.856634 0.143366 2.22103 0 2.22103 0.343694
r4-c5 18 1 0.887202 0.112798 4.9164 0 4.9164 0.588406
r4-c5 19 1 0.911718 0.0882824 2.93207 0 2.93207 0.270997
r4-c5 20 1 0.931136 0.0688639 3.2938 0 3.2938 0.235012
r4-c5 21 1 0.946395 0.0536046 2.05842 0 2.05842 0.113408
r4-c5 22 1 0.958326 0.0416744 1.8311 0 1.8311 0.0779456
r4-c5 23 1 0.967622 0.0323777 3.17742 0 3.17742 0.10458
r4-c5 24 1 0.974852 0.0251479 1.84105 0 1.84105 0.0468906
r4-c5 25 1 0.980468 0.0195323 2.12496 0 2.12496 0.0419162
r4-c5 26 1 0.984827 0.0151731 2.2013 0 2.2013 0.0336566
r4-c5 27 1 0.98821 0.0117898 2.04666 0 2.04666 0.024273
r4-c5 28 1 0.990836 0.00916357 1.46214 0 1.46214 0.0134602
r4-c5 29 1 0.992876 0.00712448 1.25119 0 1.25119 0.00894602
r4-c5 30 1 1 0 1.57034 0 1.57034 -0
r4-c6 1 0 0 0 0 0 0 -0
r4-c6 2 0 0 0 0 0 0 -0
r4-c6 3 0 0 0 0 0 0 -0
r4-c6 4 0 0 0 0 0 0 -0
r4-c6 5 0 0.0779569 -0.0779569 0 0 0 -0
r4-c6 6 0 0.271454 -0.271454 0 0 0 -0
r4-c6 7 0 0.319251 -0.319251 0 0 0 -0
r4-c6 8 0 0.373446 -0.373446 0 0 0 -0
r4-c6 9 1 0.434511 0.565489 0.0205818 0 0.0205818 0.0171556
r4-c6 10 1 0.498791 0.501209 0.470419 0 0.470419 0.327209
r4-c6 11 1 0.563739 0.436261 0.0207076 0 0.0207076 0.0118688
r4-c6 12 0.94262 0.627325 0.315296 0.24973 0 0.24973 0.119193
r4-c6 13 0.986985 0.687655 0.299331 0.221987 0 0.221987 0.0845071
r4-c6 14 0.949078 0.743057 0.206021 0.371897 0 0.371897 0.121824
r4-c6 15 0.999808 0.792215 0.207593 0.0347058 0 0.0347058 0.00809228
r4-c6 16 0.999133 0.834355 0.164779 0.171933 0 0.171933 0.0313398
r4-c6 17 0.991609 0.869366 0.122243 0.609242 0 0.609242 0.0913751
r4-c6 18 0.999615 0.897734 0.10188 0.364075 0 0.364075 0.0395145
r4-c6 19 0.99891 0.920315 0.0785953 0.452524 0 0.452524 0.0385043
r4-c6 20 0.995238 0.938081 0.0571574 0.459866 0 0.459866 0.0340921
r4-c6 21 0.987501 0.95196 0.0355413 0.313969 0 0.313969 0.0255356
r4-c6 22 0.99893 0.962755 0.0361743 0.371174 0 0.371174 0.0151876
r4-c6 23 0.99968 0.971131 0.0285488 0.296336 0 0.296336 0.00897618
r4-c6 24 0.998971 0.97762 0.0213509 0.33761 0 0.33761 0.00879724
r4-c6 25 0.999267 0.982645 0.0166219 0.542057 0 0.542057 0.010835
r4-c6 26 0.996345 0.986535 0.00980917 0.6058 0 0.6058 0.0161593
r4-c6 27 0.998297 0.989548 0.00874905 0.183663 0 0.183663 0.00326913
r4-c6 28 0.995706 0.991883 0.00382234 0.330784 0 0.330784 0.00889686
r4-c6 29 1 0.993693 0.00630654 0.0033306 0 0.0033306 2.10711e-05
r4-c6 30 0.997241 1 -0.00275858 0.630975 0 0.630975 0.0440269
r5-c4 1 0 0 0 0 0 0 -0
r5-c4 2 0 0 0 0 0 0 -0
r5-c4 3 0 0 0 0 0 0 -0
r5-c4 4 0 0 0 0 0 0 -0
r5-c4 5 0 0.0779569 -0.0779569 0 0 0 -0
r5-c4 6 0 0.715443 -0.715443 0 0 0 -0
r5-c4 7 0 0.781959 -0.781959 0.0880522 0 0.0880522 0.13411
r5-c4 8 1 0.824253 0.175747 0.469774 0 0.469774 0.0907971
r5-c4 9 0.941038 0.859202 0.0818356 0.153942 0 0.153942 0.0378295
r5-c4 10 0 0.888383 -0.888383 0.0123599 0 0.0123599 0.0271013
r5-c4 11 1 0.912416 0.0875836 0.00396687 0 0.00396687 0.000363599
r5-c4 12 0.970144 0.931972 0.0381715 0.188134 0 0.188134 0.0264687
r5-c4 13 1 0.947673 0.0523265 1.95063 0 1.95063 0.104837
r5-c4 14 0.979343 0.960094 0.0192497 0.20522 0 0.20522 0.0206166
r5-c4 15 1 0.969762 0.0302376 3.37911 0 3.37911 0.103753
r5-c4 16 1 0.977173 0.0228267 2.25451 0 2.25451 0.0520593
r5-c4 17 1 0.982783 0.0172165 3.50685 0 3.50685 0.0609016
r5-c4 18 1 0.986998 0.0130021 6.09663 0 6.09663 0.0797886
r5-c4 19 1 0.990155 0.00984488 3.18878 0 3.18878 0.0315487
r5-c4 20 1 0.992522 0.00747777 4.78815 0 4.78815 0.0359392
r5-c4 21 1 0.994302 0.00569801 2.63535 0 2.63535 0.0150592
r5-c4 22 1 0.995645 0.00435505 3.74127 0 3.74127 0.016329
r5-c4 23 1 0.996662 0.00333792 2.338 0 2.338 0.0078171
r5-c4 24 1 0.997435 0.00256478 2.41117 0 2.41117 0.00619207
r5-c4 25 1 0.998025 0.00197513 2.90218 0 2.90218 0.00573783
r5-c4 26 1 0.998476 0.00152401 2.94214 0 2.94214 0.00448728
r5-c4 27 1 0.998822 0.00117792 1.57034 0 1.57034 0.00185082
r5-c4 28 1 0.999088 0.000911722 1.09188 0 1.09188 0.000995948
r5-c4 29 1 0.999293 0.00070653 0.903584 0 0.903584 0.000638635
r5-c4 30 1 1 0 1.59423 0 1.59423 -0
r5-c5 1 0 0 0 0 0 0 -0
r5-c5 2 0 0 0 0 0 0 -0
r5-c5 3 0 0 0 0 0 0 -0
r5-c5 4 0 0 0 0 0 0 -0
r5-c5 5 0 0.0779569 -0.0779569 0 0 0 -0
r5-c5 6 0 0.69623 -0.69623 0 0 0 -0
r5-c5 7 0 0.769806 -0.769806 0 0 0 -0
r5-c5 8 1 0.814767 0.185233 0.19069 0 0.19069 0.0390636
r5-c5 9 0 0.851396 -0.851396 0 0 0 -0
r5-c5 10 0 0.881927 -0.881927 0.00870995 0 0.00870995 0.0186084
r5-c5 11 1 0.907111 0.0928887 0.424408 0 0.424408 0.0413756
r5-c5 12 1 0.927654 0.0723458 0.715756 0 0.715756 0.0537506
r5-c5 13 1 0.944201 0.0557988 2.30266 0 2.30266 0.132209
r5-c5 14 1 0.957343 0.0426573 3.93676 0 3.93676 0.171618
r5-c5 15 1 0.967617 0.0323834 3.93676 0 3.93676 0.129596
r5-c5 16 1 0.975522 0.0244779 6.25 0 6.25 0.15489
r5-c5 17 1 0.981525 0.0184751 3.82964 0 3.82964 0.0714147
r5-c5 18 1 0.986044 0.0139563 9.12734 0 9.12734 0.128281
r5-c5 19 1 0.989433 0.0105671 5.33365 0 5.33365 0.0566609
r5-c5 20 1 0.991975 0.00802456 9.352 0 9.352 0.0753484
r5-c5 21 1 0.993887 0.00611273 5.72331 0 5.72331 0.0350924
r5-c5 22 1 0.99533 0.00467037 0.00333128 0 0.00333128 1.55947e-05
r5-c5 23 0.997917 0.996422 0.00149508 0.179775 0 0.179775 0.00265468
r5-c5 24 1 0.997251 0.00274859 0.0286082 0 0.0286082 7.87405e-05
r5-c5 25 1 0.997884 0.00211605 0.0212353 0 0.0212353 4.49825e-05
r5-c5 26 0.995543 0.998368 -0.00282462 0.19672 0 0.19672 0.00569894
r5-c5 27 1 0.998739 0.00126136 4.62481 0 4.62481 0.00583724
r5-c5 28 1 0.999024 0.000976132 2.32377 0 2.32377 0.00226941
r5-c5 29 1 0.999244 0.000756331 2.22103 0 2.22103 0.00168047
r5-c5 30 1 1 0 0.0116203 0 0.0116203 -0
r5-c6 1 0 0 0 0 0 0 -0
r5-c6 2 0 0 0 0 0 0 -0
r5-c6 3 0 0 0 0 0 0 -0
r5-c6 4 0 0 0 0 0 0 -0
r5-c6 5 0 0.0779569 -0.0779569 0 0 0 -0
r5-c6 6 0 0.669795 -0.669795 0 0 0 -0
r5-c6 7 0 0.754756 -0.754756 0 0 0 -0
r5-c6 8 0 0.803393 -0.803393 0.00666607 0 0.00666607 0.0108427
r5-c6 9 1 0.842145 0.157855 0.599066 0 0.599066 0.102921
r5-c6 10 1 0.87439 0.12561 0.307957 0 0.307957 0.0413367
r5-c6 11 1 0.901053 0.0989467 0.543051 0 0.543051 0.0565809
r5-c6 12 1 0.922866 0.0771341 0.980296 0 0.980296 0.0786896
r5-c6 13 1 0.94048 0.0595197 0.00781601 0 0.00781601 0.000479626
r5-c6 14 1 0.954497 0.0455031 6.03686 0 6.03686 0.281142
r5-c6 15 0.99883 0.965469 0.0333617 0.155009 0 0.155009 0.00600961
r5-c6 16 0.998999 0.973916 0.0250835 0.187742 0 0.187742 0.00559128
r5-c6 17 1 0.980329 0.0196713 0.00821082 0 0.00821082 0.000163127
r5-c6 18 1 0.985154 0.0148462 12.8467 0 12.8467 0.192155
r5-c6 19 1 0.98877 0.0112303 7.58904 0 7.58904 0.0857096
r5-c6 20 1 0.99148 0.00852049 10.2073 0 10.2073 0.0873439
r5-c6 21 1 0.993515 0.00648499 0.0121561 0 0.0121561 7.90891e-05
r5-c6 22 1 0.995049 0.00495099 6.9618 0 6.9618 0.0345534
r5-c6 23 1 0.996209 0.00379074 10.5414 0 10.5414 0.0400357
r5-c6 24 0.998874 0.99709 0.00178362 0.175533 0 0.175533 0.00161491
r5-c6 25 1 0.997761 0.00223923 0.0141084 0 0.0141084 3.16275e-05
r5-c6 26 1 0.998273 0.00172664 8.70163 0 8.70163 0.0150375
r5-c6 27 1 0.998666 0.00133378 0.00891269 0 0.00891269 1.18955e-05
r5-c6 28 1 0.998968 0.00103188 3.77038 0 3.77038 0.0038926
r5-c6 29 1 0.999201 0.000799348 3.52002 0 3.52002 0.00281485
r5-c6 30 1 1 0 5.89122 0 5.89122 -0
r5-c7 1 0 0 0 0 0 0 -0
r5-c7 2 0 0 0 0 0 0 -0
r5-c7 3 0 0 0 0 0 0 -0
r5-c7 4 0 0 0 0 0 0 -0
r5-c7 5 0 0.0779569 -0.0779569 0 0 0 -0
r5-c7 6 0 0.669035 -0.669035 0 0 0 -0
r5-c7 7 0 0.763592 -0.763592 0 0 0 -0
r5-c7 8 0 0.812942 -0.812942 0 0 0 -0
r5-c7 9 0 0.850692 -0.850692 0 0 0 -0
r5-c7 10 0 0.881732 -0.881732 0 0 0 -0
r5-c7 11 1 0.907274 0.0927259 0.223552 0 0.223552 0.021754
r5-c7 12 1 0.92809 0.0719102 0.283235 0 0.283235 0.0211369
r5-c7 13 1 0.944822 0.0551783 1.04123 0 1.04123 0.0590994
r5-c7 14 1 0.958055 0.0419448 1.53171 0 1.53171 0.0656337
r5-c7 15 1 0.968339 0.0316613 3.82964 0 3.82964 0.123212
r5-c7 16 1 0.976196 0.0238041 3.12153 0 3.12153 0.0752039
r5-c7 17 1 0.982119 0.0178807 3.41669 0 3.41669 0.0616456
r5-c7 18 1 0.986549 0.0134511 4.9164 0 4.9164 0.0665799
r5-c7 19 1 0.989852 0.0101481 4.43213 0 4.43213 0.0452076
r5-c7 20 1 0.992317 0.00768276 3.3544 0 3.3544 0.0258706
r5-c7 21 1 0.994163 0.00583702 3.31784 0 3.31784 0.019423
r5-c7 22 1 0.99555 0.00444978 2.1883 0 2.1883 0.00975917
r5-c7 23 1 0.996597 0.0034029 5.53633 0 5.53633 0.0188717
r5-c7 24 1 0.99739 0.00260974 2.09432 0 2.09432 0.00547278
r5-c7 25 1 0.997993 0.00200654 2.28874 0 2.28874 0.00459707
r5-c7 26 1 0.998454 0.0015462 3.0887 0 3.0887 0.00477946
r5-c7 27 1 0.998806 0.00119377 2.00628 0 2.00628 0.00239647
r5-c7 28 1 0.999077 0.000923183 1.35208 0 1.35208 0.0012488
r5-c7 29 1 0.999285 0.000714904 1.41723 0 1.41723 0.00101355
r5-c7 30 1 1 0 1.3365 0 1.3365 -0
r6-c5 1 0 0 0 0 0 0 -0
r6-c5 2 0 0 0 0 0 0 -0
r6-c5 3 0 0 0 0 0 0 -0
r6-c5 4 0 0 0 0 0 0 -0
r6-c5 5 0 0.0779569 -0.0779569 0 0 0 -0
r6-c5 6 0 0.971982 -0.971982 0 0 0 -0
r6-c5 7 0 0.98347 -0.98347 0 0 0 -0
r6-c5 8 0 0.987836 -0.987836 0 0 0 -0
r6-c5 9 0 0.990723 -0.990723 0 0 0 -0
r6-c5 10 0 0.992904 -0.992904 0 0 0 -0
r6-c5 11 0 0.99459 -0.99459 0 0 0 -0
r6-c5 12 0 0.995898 -0.995898 0 0 0 -0
r6-c5 13 0 0.996909 -0.996909 0 0 0 -0
r6-c5 14 0 0.997684 -0.997684 0 0 0 -0
r6-c5 15 0 0.998272 -0.998272 0 0 0 -0
r6-c5 16 0 0.998712 -0.998712 0.0241492 0 0.0241492 0.160711
r6-c5 17 0 0.99904 -0.99904 0 0 0 -0
r6-c5 18 0 0.999282 -0.999282 0 0 0 -0
r6-c5 19 0 0.99946 -0.99946 0 0 0 -0
r6-c5 20 0 0.999593 -0.999593 0 0 0 -0
r6-c5 21 1 0.999692 0.00030845 1.03489 0 1.03489 0.00031926
r6-c5 22 0 0.999765 -0.999765 0 0 0 -0
r6-c5 23 0 0.999821 -0.999821 0.0215628 0 0.0215628 0.186034
r6-c5 24 0 0.999863 -0.999863 0.00333314 0 0.00333314 0.0296459
r6-c5 25 0 0.999895 -0.999895 0 0 0 -0
r6-c5 26 0 0.999919 -0.999919 0 0 0 -0
r6-c5 27 1 0.999937 6.25802e-05 1.0896 0 1.0896 6.81898e-05
r6-c5 28 0 0.999952 -0.999952 0.0218313 0 0.0218313 0.21693
r6-c5 29 1 0.999963 3.74411e-05 0.986146 0 0.986146 3.69231e-05
r6-c5 30 0 1 -1 0.0244829 0 0.0244829 0.637083
*end

[mature-2004]
report.type: observation
label: mature-2004
type: proportions_by_category
year: 2004
time_step: one
min_age: 1
max_age: 30
age_plus_group: true
area age observed expected residual errorvalue processerror totalerror score
r1-c5 1 0 0 0 0 0 0 -0
r1-c5 2 0 0 0 0 0 0 -0
r1-c5 3 0 0 0 0 0 0 -0
r1-c5 4 0 0 0 0 0 0 -0
r1-c5 5 0 0.0779569 -0.0779569 0.0320822 0 0.0320822 0.0026039
r1-c5 6 0 0.0301262 -0.0301262 0.358135 0 0.358135 0.0109551
r1-c5 7 0 0.0327275 -0.0327275 0.895056 0 0.895056 0.029783
r1-c5 8 0 0.0401272 -0.0401272 1.80657 0 1.80657 0.0739871
r1-c5 9 0 0.0494752 -0.0494752 1.27677 0 1.27677 0.0647847
r1-c5 10 0 0.0606017 -0.0606017 3.48073 0 3.48073 0.2176
r1-c5 11 0 0.0735421 -0.0735421 2.95226 0 2.95226 0.225513
r1-c5 12 0 0.0882976 -0.0882976 0.840138 0 0.840138 0.0776637
r1-c5 13 0 0.104805 -0.104805 1.61455 0 1.61455 0.178753
r1-c5 14 0 0.122938 -0.122938 2.338 0 2.338 0.306693
r1-c5 15 0.0916893 0.142531 -0.0508422 0.236197 0 0.236197 0.0686368
r1-c5 16 0.137615 0.163422 -0.0258069 0.182147 0 0.182147 0.0677049
r1-c5 17 0.196823 0.185488 0.0113353 0.471171 0 0.471171 0.190519
r1-c5 18 0.346865 0.208701 0.138164 0.237778 0 0.237778 0.147593
r1-c5 19 0 0.233166 -0.233166 0.847892 0 0.847892 0.225102
r1-c5 20 0.338983 0.259142 0.0798413 0.212433 0 0.212433 0.124937
r1-c5 21 0.515874 0.287035 0.228839 0.127896 0 0.127896 0.0971498
r1-c5 22 0.804123 0.317345 0.486778 0.0945485 0 0.0945485 0.0921656
r1-c5 23 0.220838 0.350581 -0.129742 0.177655 0 0.177655 0.0929556
r1-c5 24 0 0.387153 -0.387153 0.0663807 0 0.0663807 0.0325026
r1-c5 25 0 0.42726 -0.42726 0.198766 0 0.198766 0.110777
r1-c5 26 0.909747 0.47079 0.438957 0.0393303 0 0.0393303 0.0290108
r1-c5 27 1 0.517251 0.482749 0.318473 0 0.318473 0.209946
r1-c5 28 0.495868 0.565771 -0.0699025 0.142815 0 0.142815 0.0927946
r1-c5 29 1 0.61516 0.38484 0.391114 0 0.391114 0.190031
r1-c5 30 0 1 -1 0.017599 0 0.017599 0.457954
r1-c6 1 0 0 0 0 0 0 -0
r1-c6 2 0 0 0 0 0 0 -0
r1-c6 3 0 0 0 0 0 0 -0
r1-c6 4 0 0 0 0 0 0 -0
r1-c6 5 0 0.0779569 -0.0779569 0.281434 0 0.281434 0.0228421
r1-c6 6 0 0.0298403 -0.0298403 0.835536 0 0.835536 0.0253122
